OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,TotNumberCycles,TotUsingFrozenEggs,MedicalDirector,IVF_Rate,Unstimulated_Rate,Gest_Rate,ICSI_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDTwinLBRate1,FshNDTwinLBRate2,FshNDTwinLBRate3,FshNDTwinLBRate4,FshNDTwinLBRate5,FshNDHealthSnglLBRate1,FshNDHealthSnglLBRate2,FshNDHealthSnglLBRate3,FshNDHealthSnglLBRate4,FshNDHealthSnglLBRate5,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDTwinLB_TransRate1,FshNDTwinLB_TransRate2,FshNDTwinLB_TransRate3,FshNDTwinLB_TransRate4,FshNDTwinLB_TransRate5,FshNDHealthSnglLB_TransRate1,FshNDHealthSnglLB_TransRate2,FshNDHealthSnglLB_TransRate3,FshNDHealthSnglLB_TransRate4,FshNDHealthSnglLB_TransRate5,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDTwinLB_TransRate1,ThwNDTwinLB_TransRate2,ThwNDTwinLB_TransRate3,ThwNDTwinLB_TransRate4,ThwNDTwinLB_TransRate5,ThwNDHealthSnglLB_TransRate1,ThwNDHealthSnglLB_TransRate2,ThwNDHealthSnglLB_TransRate3,ThwNDHealthSnglLB_TransRate4,ThwNDHealthSnglLB_TransRate5,TotBankingCycles1,TotBankingCycles2,TotBankingCycles3,TotBankingCycles4,TotBankingCycles5,TotBankLTCycles1,TotBankLTCycles2,TotBankLTCycles3,TotBankLTCycles4,TotBankLTCycles5,FshDnrEggTotCycles,ThwDnrEggTotCycles,ThwDnrEmbTotCycles,DonatedEmbCycles,FshDnrEggTransfers,ThwDnrEggTransfers,ThwDnrEmbTransfers,DonatedEmbTransfers,FshDnrEggRate,ThwDnrEggRate,ThwDnrEmbRate,DonatedEmbRate,FshDnrEggImplant,ThwDnrEggImplant,ThwDnrEmbImplant,DonatedEmbImplant,FshDnrEggTransPregRate,ThwDnrEggTransPregRate,ThwDnrEmbTransPregRate,DonatedEmbTransPregRate,FshDnrEggLvBirths_TransRate,ThwDnrEggLvBirths_TransRate,ThwDnrEmbLvBirths_TransRate,DonatedEmbLvBirths_TransRate,FshDnrEggSnglLB_TransRate,ThwDnrEggSnglLB_TransRate,ThwDnrEmbSnglLB_TransRate,DonatedEmbSnglLB_TransRate,FshDnrEggTwinLvBirths_TransRate,ThwDnrEggTwinLvBirths_TransRate,ThwDnrEmbTwinLvBirths_TransRate,DonatedEmbTwinLvBirths_TransRate,FshDnrEggHealthSnglLB_TransRate,ThwDnrEggSngLB_TransRate,ThwDnrEmbSngLB_TransRate,DonatedEmbSngLB_TransRate,ReorgOrClosedMessage,CurrClinNameAll,DonorEgg,DonorEmbryo,EmbryoCryo,EggCryo,SingleWomen,Surrogates,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
224,"ADVANCED REPRODUCTIVE MEDICINE AND SURGERY, PC",,BLOOMFIELD HILLS,MICHIGAN,158,0,"Carole L. Kowalczyk, MD",1,0%,0%,78%,20%,13%,0.11,0.3,0.21,0.1,0.37,33%,8%,20%,26%,26,15,13,4,10,11.5,15-Mar,13-Mar,4-Feb,10-Mar,22,9,10,2,7,1.6,2,2,3.5,3,38.1,0 / 8,0 / 8,0 / 2,0 / 6,53.8,15-May,13-Apr,0 / 4,10-Jan,42.3,15-Mar,13-Mar,0 / 4,0 / 10,34.6,0 / 15,13-Mar,0 / 4,0 / 10,7.7,15-Feb,0 / 13,0 / 4,0 / 10,34.6,0 / 15,13-Mar,0 / 4,0 / 10,45.2,18-Sep,25,0 / 7,0 / 16,63.6,9-May,10-Apr,0 / 2,7-Jan,50,9-Mar,10-Mar,0 / 2,0 / 7,40.9,0 / 9,10-Mar,0 / 2,0 / 7,9.1,9-Feb,0 / 10,0 / 2,0 / 7,40.9,0 / 9,10-Mar,0 / 2,0 / 7,32,7,6,5,2,29,7,6,4,2,2.1,1.4,0.9,4,0.4,1.4,1.3,1.2,1.5,1.5,31.6,9-Apr,7-Jan,4-Mar,0 / 3,41.4,7-Apr,6-Jan,4-Mar,0 / 2,27.6,7-Apr,0 / 6,4-Feb,0 / 2,24.1,7-Apr,0 / 6,4-Jan,0 / 2,3.4,0 / 7,0 / 6,4-Jan,0 / 2,24.1,7-Apr,0 / 6,4-Jan,0 / 2,8,4,5,1,4,1,1,0,0,0,0,0,16,0,0,0,16,0,,,1.4,,,,28.6,,,,16-Jul,,,,16-Apr,,,,16-Apr,,,,0 / 16,,,,16-Feb,,,"Advanced Reproductive Medicine and Surgery, PC",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0,MI
225,IVF MICHIGAN FERTILITY CENTERS,,BLOOMFIELD HILLS,MICHIGAN,1256,0,"Ahmad O. Hammoud, MD",1,<1%,1%,85%,17%,6%,0.18,0.25,0.06,0.02,0.45,14%,7%,5%,17%,330,110,59,21,37,2.7,4.5,6.8,9.5,13.5,257,86,44,14,22,1.9,1.8,2,1.7,1.6,6.7,4.3,2.4,11-Jan,14-Jan,42.7,41.8,35.6,33.3,32.4,38.5,32.7,27.1,23.8,21.6,22.7,27.3,18.6,19,16.2,15.5,5.5,8.5,4.8,5.4,18.2,21.8,15.3,19,5.4,40.9,36,29.6,36.4,38.7,54.9,53.5,47.7,14-Jul,54.5,49.4,41.9,36.4,14-May,36.4,29.2,34.9,25,14-Apr,27.3,19.8,7,11.4,14-Jan,9.1,23.3,27.9,20.5,14-Apr,9.1,200,77,47,10,11,189,71,43,9,10,1.1,0.9,0.6,0.4,0.7,1.7,1.5,1.6,1.7,1.8,48.4,49,46.9,15-Feb,18-Jul,65.1,59.2,60.5,9-Feb,10-May,52.4,43.7,46.5,9-Feb,10-May,35.4,31,39.5,9-Feb,10-Mar,16.9,12.7,7,0 / 9,10-Feb,30.2,25.4,27.9,9-Jan,10-Mar,89,62,57,19,12,6,6,6,2,1,81,1,32,1,67,1,31,1,2,2,1.8,2,68.5,2-Jan,33.3,0 / 2,80.6,1-Jan,48.4,0 / 1,76.1,1-Jan,38.7,0 / 1,31.3,1-Jan,25.8,0 / 1,44.8,0 / 1,12.9,0 / 1,23.9,0 / 1,16.1,0 / 1,,IVF Michigan Fertility Centers,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MI
226,MICHIGAN REPRODUCTIVE MEDICINE,,BLOOMFIELD HILLS,MICHIGAN,240,2,"Michael S. Mersol-Barg, MD",1,3%,2%,81%,29%,10%,0.12,0.46,0.05,0.04,0.4,8%,14%,10%,25%,33,14,17,13,22,3,14-Mar,17-Apr,13-Jan,9.1,26,7,8,6,12,1.2,1.3,1.5,1.3,1.3,13 / 19,4-Feb,5-Jan,3-Jan,0 / 4,51.5,14-Mar,17-Apr,13-Jan,4.5,33.3,14-Mar,17-Feb,13-Jan,0,27.3,14-Feb,17-Jan,13-Jan,0,6.1,14-Jan,17-Jan,0 / 13,0,21.2,14-Feb,17-Jan,13-Jan,0,58.1,9-Apr,11-Apr,8-Jan,16-Jan,65.4,7-Mar,8-Apr,6-Jan,12-Jan,42.3,7-Mar,8-Feb,6-Jan,0 / 12,34.6,7-Feb,8-Jan,6-Jan,0 / 12,7.7,7-Jan,8-Jan,0 / 6,0 / 12,26.9,7-Feb,8-Jan,6-Jan,0 / 12,24,14,9,4,0,23,13,9,4,0,1,0.7,0.7,0.4,0,1.3,1.1,1.3,1,,37.9,13-Jun,12-May,4-Feb,,47.8,13-Jun,9-May,4-Feb,,39.1,13-Apr,9-Apr,4-Jan,,34.8,13-Mar,9-Apr,4-Jan,,4.3,13-Jan,0 / 9,0 / 4,,34.8,13-Mar,9-Apr,4-Jan,,17,17,11,10,3,8,9,3,1,0,0,20,9,1,0,18,8,1,,1.3,1,1,,33.3,8-Jan,0 / 1,,18-Jul,8-Jan,0 / 1,,18-Jun,0 / 8,0 / 1,,18-May,0 / 8,0 / 1,,18-Jan,0 / 8,0 / 1,,18-May,0 / 8,0 / 1,,Michigan Reproductive Medicine,Yes,No,Yes,Yes,Yes,Yes,No,Yes,0,MI
227,GAGO IVF,,BRIGHTON,MICHIGAN,191,1,"Laura A. Gago, MD",1,0%,0%,90%,51%,17%,0.09,0.37,0.17,0.06,0.33,20%,9%,20%,21%,12,2,1,2,0,0 / 12,0 / 2,0 / 1,0 / 2,,8,0,0,0,0,1.8,,,,,8-Feb,,,,,12-Jun,0 / 2,0 / 1,0 / 2,,12-Apr,0 / 2,0 / 1,0 / 2,,12-Feb,0 / 2,0 / 1,0 / 2,,12-Feb,0 / 2,0 / 1,0 / 2,,12-Jan,0 / 2,0 / 1,0 / 2,,13-Jul,,,,,8-Jun,,,,,8-Apr,,,,,8-Feb,,,,,8-Feb,,,,,8-Jan,,,,,40,21,12,4,1,40,21,12,4,1,1.2,1.1,0.5,1,0.3,1.6,1.3,1.3,1,1,47.5,46.2,15-May,4-Mar,0 / 1,65,57.1,12-Apr,4-Mar,0 / 1,60,47.6,12-Mar,4-Mar,0 / 1,52.5,42.9,12-Jan,4-Mar,0 / 1,7.5,4.8,12-Feb,0 / 4,0 / 1,40,42.9,12-Jan,4-Mar,0 / 1,30,17,22,3,4,4,1,2,0,0,5,4,8,2,3,4,8,2,1.3,1,1.4,2,4-Feb,4-Mar,11-Jun,4-Jan,3-Feb,4-Mar,8-Jun,2-Jan,3-Jan,4-Feb,8-Jun,2-Jan,3-Jan,4-Feb,8-Jun,2-Jan,0 / 3,0 / 4,0 / 8,0 / 2,0 / 3,4-Jan,8-May,2-Jan,,Gago IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MI
228,MICHIGAN COMPREHENSIVE FERTILITY CENTER,,DEARBORN,MICHIGAN,135,6,"David M. Magyar, DO",1,0%,2%,67%,3%,13%,0.18,0.41,0.11,<1%,0.4,5%,16%,9%,28%,35,21,19,11,0,14.3,14.3,19-Jul,11-Apr,,26,11,9,4,0,1.8,1.9,2.1,2.5,,0,0 / 10,0 / 7,0 / 4,,22.9,4.8,0 / 19,0 / 11,,20,4.8,0 / 19,0 / 11,,14.3,4.8,0 / 19,0 / 11,,5.7,0,0 / 19,0 / 11,,14.3,4.8,0 / 19,0 / 11,,19.1,4.8,0 / 19,0 / 10,,30.8,11-Jan,0 / 9,0 / 4,,26.9,11-Jan,0 / 9,0 / 4,,19.2,11-Jan,0 / 9,0 / 4,,7.7,0 / 11,0 / 9,0 / 4,,19.2,11-Jan,0 / 9,0 / 4,,6,3,1,0,0,6,2,1,0,0,2,,1,0,,1.5,1,2,,,9-May,2-Jan,0 / 2,,,6-Mar,2-Jan,0 / 1,,,6-Mar,2-Jan,0 / 1,,,6-Jan,2-Jan,0 / 1,,,6-Feb,0 / 2,0 / 1,,,6-Jan,2-Jan,0 / 1,,,2,0,1,1,0,1,0,0,0,0,0,21,7,1,0,12,4,1,,1.8,2,2,,35,0 / 8,0 / 2,,12-Jun,0 / 4,0 / 1,,12-May,0 / 4,0 / 1,,12-Mar,0 / 4,0 / 1,,12-Feb,0 / 4,0 / 1,,12-Mar,0 / 4,0 / 1,,Michigan Comprehensive Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MI
229,"MICHIGAN REPRODUCTIVE & IVF CENTER, PC",,GRAND RAPIDS,MICHIGAN,1100,3,"William G. Dodds, MD",>99%,0%,<1%,76%,1%,16%,0.17,0.23,0.14,0.03,0.6,9%,7%,8%,30%,285,100,74,32,3,8.1,14,23,18.8,0 / 3,195,64,35,15,3,2,2.1,2.7,3.3,2.7,2.7,3.3,0,0 / 14,0 / 2,39.3,37,21.6,12.5,0 / 3,37.5,31,13.5,6.3,0 / 3,21.1,24,10.8,6.3,0 / 3,16.5,6,2.7,0,0 / 3,17.9,22,8.1,6.3,0 / 3,43.4,34.4,18.8,6.7,0 / 8,57.4,57.8,45.7,15-Apr,0 / 3,54.9,48.4,28.6,15-Feb,0 / 3,30.8,37.5,22.9,15-Feb,0 / 3,24.1,9.4,5.7,0 / 15,0 / 3,26.2,34.4,17.1,15-Feb,0 / 3,257,98,45,15,3,244,95,40,14,3,1.7,1.6,1,0.6,3,1.9,2.1,2.6,3,2.3,30.7,30.3,16.8,20,0 / 7,47.5,53.7,35,14-Jun,0 / 3,40.2,40,27.5,14-Apr,0 / 3,30.3,31.6,25,14-Jan,0 / 3,9.8,8.4,2.5,14-Mar,0 / 3,26.6,27.4,20,14-Jan,0 / 3,38,19,23,14,0,7,7,5,1,0,19,4,21,47,18,4,21,42,1.8,2,1.7,2.2,56.3,6-Jan,37.1,33,18-Dec,4-Feb,47.6,54.8,18-Dec,4-Jan,38.1,42.9,18-Jul,4-Jan,28.6,28.6,18-May,0 / 4,9.5,14.3,18-Jul,4-Jan,28.6,26.2,,"Michigan Reproductive & IVF Center, PC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MI
230,"IVF MICHIGAN ROCHESTER HILLS & FLINT, PC",,ROCHESTER HILLS,MICHIGAN,388,0,"Mostafa I. Abuzeid, MD",>99%,12%,0%,73%,3%,22%,0.19,0.24,0.19,0.34,0.58,5%,<1%,19%,46%,129,49,71,15,29,10.9,8.2,36.6,15-Jan,48.3,105,44,43,11,12,1.9,2,2.2,2.2,2.8,8.3,2.4,2.9,0 / 7,0 / 9,53.5,57.1,35.2,15-Feb,10.3,43.4,42.9,25.4,15-Jan,3.4,27.9,24.5,16.9,0 / 15,3.4,15.5,18.4,8.5,15-Jan,0,22.5,18.4,12.7,0 / 15,3.4,45.9,45.7,35.2,9.5,10.3,65.7,63.6,58.1,11-Feb,12-Mar,53.3,47.7,41.9,11-Jan,12-Jan,34.3,27.3,27.9,0 / 11,12-Jan,19,20.5,14,11-Jan,0 / 12,27.6,20.5,20.9,0 / 11,12-Jan,50,21,11,2,4,40,15,8,2,4,1.8,2.5,2,0.7,0.8,1.8,1.7,1.9,2,2.8,49.3,54.5,15-Mar,0 / 2,11-Jan,67.5,15-Oct,8-Feb,2-Jan,4-Jan,57.5,15-Jul,8-Feb,0 / 2,0 / 4,40,15-May,8-Jan,0 / 2,0 / 4,15,15-Feb,8-Jan,0 / 2,0 / 4,30,15-May,8-Jan,0 / 2,0 / 4,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IVF Michigan Rochester Hills & Flint, PC",No,No,Yes,No,No,No,Yes,Yes,0,MI
231,WAYNE STATE UNIVERSITY PHYSICIAN GROUP,UNIVERSITY WOMEN'S CARE,SOUTHFIELD,MICHIGAN,98,0,"Awoniyi O. Awonuga, MD",1,0%,0%,75%,11%,24%,0.24,0.21,0.08,0.19,0.4,22%,6%,21%,29%,18,8,4,2,3,18-Jan,0 / 8,0 / 4,2-Feb,3-Jan,15,8,3,0,1,1.7,2.1,1.7,,1,15-May,8-Feb,3-Jan,,,18-Oct,8-Apr,4-Jan,0 / 2,0 / 3,18-Aug,8-Mar,4-Jan,0 / 2,0 / 3,18-Jun,8-Feb,4-Jan,0 / 2,0 / 3,18-Feb,8-Jan,0 / 4,0 / 2,0 / 3,18-May,8-Jan,4-Jan,0 / 2,0 / 3,48,16-May,5-Jan,,0 / 1,15-Oct,8-Apr,3-Jan,,0 / 1,15-Aug,8-Mar,3-Jan,,0 / 1,15-Jun,8-Feb,3-Jan,,0 / 1,15-Feb,8-Jan,0 / 3,,0 / 1,15-May,8-Jan,3-Jan,,0 / 1,12,17,11,4,2,11,17,11,4,2,1.6,2.1,2.8,,,1.6,1.8,2.2,2.3,2.5,17-Mar,46.2,8.3,9-Jan,0 / 5,11-Apr,17-Nov,11-Feb,4-Jan,0 / 2,11-Feb,17-Aug,11-Jan,4-Jan,0 / 2,11-Feb,17-Jul,11-Jan,4-Jan,0 / 2,0 / 11,17-Jan,0 / 11,0 / 4,0 / 2,11-Feb,17-Jun,0 / 11,0 / 4,0 / 2,5,5,3,0,0,1,0,2,0,0,0,1,3,0,0,1,3,0,,1,1.7,,,1-Jan,3-Jan,,,1-Jan,3-Feb,,,1-Jan,3-Jan,,,1-Jan,3-Jan,,,0 / 1,0 / 3,,,1-Jan,3-Jan,,This clinic has reorganized since 2016. Contact the NASS Help Desk for further information.,"Wayne State University Physician Group, University Women's Care",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MI
232,HENRY FORD REPRODUCTIVE MEDICINE,,TROY,MICHIGAN,101,0,"Nicole Budrys, MD",1,0%,0%,85%,16%,5%,0.21,0.07,0.1,0.02,0.65,9%,8%,0%,26%,27,9,8,1,2,7.4,0 / 9,8-Feb,1-Jan,0 / 2,15,4,5,0,1,1.7,1.8,2,,1,15-May,0 / 3,0 / 5,,,37,9-Mar,8-Feb,0 / 1,0 / 2,29.6,9-Mar,8-Jan,0 / 1,0 / 2,25.9,9-Mar,8-Jan,0 / 1,0 / 2,3.7,0 / 9,0 / 8,0 / 1,0 / 2,18.5,9-Feb,8-Jan,0 / 1,0 / 2,52,7-Mar,10-Feb,,0 / 1,15-Oct,4-Mar,5-Feb,,0 / 1,15-Aug,4-Mar,5-Jan,,0 / 1,15-Jul,4-Mar,5-Jan,,0 / 1,15-Jan,0 / 4,0 / 5,,0 / 1,15-May,4-Feb,5-Jan,,0 / 1,24,10,4,2,1,23,9,4,2,1,1.8,3,0.8,2,0.5,1.5,1.7,1.3,1,1,54.3,15-Jul,5-Feb,2-Jan,1-Jan,56.5,9-May,4-Feb,2-Jan,1-Jan,47.8,9-May,4-Jan,2-Jan,0 / 1,30.4,9-Mar,4-Jan,2-Jan,0 / 1,17.4,9-Feb,0 / 4,0 / 2,0 / 1,30.4,9-Feb,4-Jan,2-Jan,0 / 1,5,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henry Ford Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MI
233,"BRENDA L. MOSKOVITZ, MD, PC",,TROY,MICHIGAN,20,0,"Brenda L. Moskovitz, MD",1,0%,0%,50%,10%,20%,0.3,0.5,0.4,0,0.45,5%,0%,30%,25%,1,3,5,1,3,0 / 1,3-Jan,0 / 5,0 / 1,3-Jan,0,1,5,1,1,,2,1.4,1,2,,0 / 1,3-Jan,,0 / 1,0 / 1,0 / 3,5-Feb,1-Jan,0 / 3,0 / 1,0 / 3,5-Jan,1-Jan,0 / 3,0 / 1,0 / 3,5-Jan,1-Jan,0 / 3,0 / 1,0 / 3,0 / 5,0 / 1,0 / 3,0 / 1,0 / 3,0 / 5,1-Jan,0 / 3,,0 / 2,7-Feb,1-Jan,0 / 2,,0 / 1,5-Feb,1-Jan,0 / 1,,0 / 1,5-Jan,1-Jan,0 / 1,,0 / 1,5-Jan,1-Jan,0 / 1,,0 / 1,0 / 5,0 / 1,0 / 1,,0 / 1,0 / 5,1-Jan,0 / 1,4,3,0,0,0,4,3,0,0,0,4,3,,,,1.8,2,,,,0 / 5,6-Apr,,,,4-Jan,3-Feb,,,,0 / 4,3-Jan,,,,0 / 4,0 / 3,,,,0 / 4,3-Jan,,,,0 / 4,0 / 3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brenda L. Moskovitz, MD, PC",Yes,No,Yes,Yes,Yes,No,Yes,Yes,0,MI
234,REPRODUCTIVE MEDICINE ASSOCIATES OF MICHIGAN,,TROY,MICHIGAN,649,3,"Brad T. Miller, MD",1,0%,2%,56%,13%,15%,0.13,0.26,0.11,0.07,0.42,33%,9%,21%,23%,105,45,45,12,26,4.8,15.6,17.8,12-Jun,19.2,89,37,30,6,20,1.7,1.9,2.1,2.5,2.1,38.1,11.4,3.8,0 / 5,0 / 13,48.6,44.4,24.4,12-Feb,3.8,41,33.3,15.6,12-Feb,0,29.5,24.4,8.9,12-Feb,0,11.4,8.9,6.7,0 / 12,0,25.7,24.4,6.7,12-Feb,0,44.8,40.3,23.7,15-Feb,2.4,57.3,54.1,36.7,6-Feb,5,48.3,40.5,23.3,6-Feb,0,34.8,29.7,13.3,6-Feb,0,13.5,10.8,10,0 / 6,0,30.3,29.7,10,6-Feb,0,85,52,44,18,3,82,46,39,11,3,0.9,1.4,1.1,1,0.4,1.4,1.3,1.6,1.5,3,60.3,50.9,39.6,14-Sep,0 / 8,70.7,63,56.4,11-Aug,3-Jan,51.2,50,30.8,11-May,0 / 3,40.2,47.8,25.6,11-Apr,0 / 3,11,2.2,5.1,11-Jan,0 / 3,34.1,41.3,23.1,11-Apr,0 / 3,61,26,19,11,7,7,6,3,0,0,29,12,43,3,27,10,41,3,1.6,1.8,1.5,1.3,55,18-Apr,37.7,0 / 4,63,10-Mar,56.1,0 / 3,55.6,10-Mar,36.6,0 / 3,33.3,10-Feb,36.6,0 / 3,22.2,10-Jan,0,0 / 3,33.3,10-Feb,19.5,0 / 3,,Reproductive Medicine Associates of Michigan,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MI
235,"MICHIGAN CENTER FOR FERTILITY AND WOMEN'S HEALTH, PLC",,WARREN,MICHIGAN,264,0,"Carole L. Kowalczyk, MD",1,0%,2%,77%,26%,12%,0.16,0.26,0.03,<1%,0.37,7%,13%,4%,11%,58,12,10,4,4,6.9,0 / 12,10-Mar,4-Feb,4-Feb,40,9,3,2,0,1.5,2.1,1.7,1.5,,51.4,0 / 9,0 / 2,0 / 1,,39.7,12-Apr,10-Mar,0 / 4,0 / 4,36.2,12-Apr,10-Feb,0 / 4,0 / 4,29.3,12-Apr,10-Jan,0 / 4,0 / 4,6.9,0 / 12,10-Jan,0 / 4,0 / 4,24.1,12-Mar,10-Jan,0 / 4,0 / 4,47.4,19-Apr,5-Apr,0 / 3,,57.5,9-Apr,3-Mar,0 / 2,,52.5,9-Apr,3-Feb,0 / 2,,42.5,9-Apr,3-Jan,0 / 2,,10,0 / 9,3-Jan,0 / 2,,35,9-Mar,3-Jan,0 / 2,,42,21,21,7,6,41,21,20,7,6,1.3,1,1.4,0.7,1.2,1.6,1.4,1.3,1.1,1.3,54.8,51.7,48,8-May,8-Mar,70.7,66.7,60,7-Apr,6-Mar,56.1,57.1,50,7-Apr,6-Jan,43.9,52.4,50,7-Apr,6-Jan,12.2,4.8,0,0 / 7,0 / 6,36.6,38.1,35,7-Apr,0 / 6,14,16,13,8,3,1,1,0,0,0,12,0,13,0,12,0,13,0,1.3,,1.5,,15-Oct,,14 / 19,,12-Aug,,13-Oct,,12-May,,13-Oct,,12-Mar,,13-Jun,,12-Feb,,13-Apr,,12-Mar,,13-May,,,"Michigan Center for Fertility and Women's Health, PLC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MI
236,CCRM MINNEAPOLIS,,EDINA,MINNESOTA,425,0,"April E. Batcheller, MD",1,0%,<1%,81%,48%,8%,0.13,0.22,0.08,0.02,0.32,32%,16%,13%,16%,33,7,13,5,6,3,7-Jan,13-Jun,5-Jan,0 / 6,18,3,3,0,0,1.7,1.7,2.3,,,18-Jun,0 / 2,0 / 3,,,39.4,7-Feb,13-Jan,0 / 5,0 / 6,36.4,7-Jan,13-Jan,0 / 5,0 / 6,21.2,0 / 7,13-Jan,0 / 5,0 / 6,15.2,7-Jan,0 / 13,0 / 5,0 / 6,15.2,0 / 7,13-Jan,0 / 5,0 / 6,60,5-Mar,7-Jan,,,13 / 18,3-Feb,3-Jan,,,18-Dec,3-Jan,3-Jan,,,18-Jul,0 / 3,3-Jan,,,18-May,3-Jan,0 / 3,,,18-May,0 / 3,3-Jan,,,60,30,28,5,1,56,27,26,5,1,0.8,0.6,0.5,0.1,0,1.3,1.2,1.1,1,2,64.8,80.6,66.7,5-Feb,2-Jan,75,88.9,65.4,5-Feb,1-Jan,62.5,77.8,46.2,5-Jan,1-Jan,55.4,70.4,46.2,5-Jan,1-Jan,7.1,7.4,0,0 / 5,0 / 1,44.6,63,30.8,0 / 5,1-Jan,61,46,46,33,23,6,6,4,2,0,10,5,13,0,7,3,12,0,1.9,2,1.3,,13-Aug,6-Feb,16-Dec,,7-May,3-Jan,12-Oct,,7-Apr,0 / 3,12-Aug,,7-Mar,0 / 3,12-Jul,,7-Jan,0 / 3,12-Jan,,7-Jan,0 / 3,12-Jul,,,CCRM Minneapolis,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0,MN
